Study ID,Site ID,Location,Latitude,Longitude,Habitat,Taxa,Taxonimic Level,Taxon Richness,SE (if mean),SD (if mean),Taxon Rarefied Richness,Abundance,Sampled Area,Sampled Area Units,Number of samples,Habitat Area,Habitat Area Units,Habitat Age,NOTES,SR~AREA SLOPE,SR~AREA SE,Equation for slope_Area,SR~TIME SLOPE,SR~TIME SE,Equation for slope_Time
2005_Leather 1,15,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,9,,,,56,,,3,7853,m2,,Table1&2,,,,,,
2005_Leather 1,16,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,8,,,,20,,,3,11309,m2,,Table1&2,,,,,,
2004_Fountain 1,East Park Grassland,Wolverhampton,52.58,-2.12,amenity grass/turf,Collembola,Species,19,,,,,1,m2,4,,,,Table3,,,,,,
2004_Fountain 1,East Park Woodland,Wolverhampton,52.58,-2.12,broadleaved woodland,Collembola,Species,15,,,,,1,m2,4,,,,Table3,,,,,,
2004_Fountain 1,Peascroft Park Woodland,Wolverhampton,52.58,-2.12,broadleaved woodland,Collembola,Species,16,,,,,1,m2,4,,,,Table3,,,,,,
2004_Fountain 1,Bilsdton Gas Works,Wolverhampton,52.58,-2.12,amenity grass/turf,Collembola,Species,16,,,,,1,m2,4,,,,Table3,,,,,,
2004_Fountain 1,Ladymoor,Wolverhampton,52.58,-2.12,Not present in NHM,Collembola,Species,24,,,,,1,m2,4,,,,Table3,,,,,,
2008_Williams 1,Pinkhill Margin,Oxfordshire,51.75,-1.36,marginal vegetation (pond edge),Plants,Species,28,,,,,,,,3.2,ha,,Table1,,,,,,
2008_Williams 1,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,Plants,Species,5,,,,,,,,3.2,ha,,Table1,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,marginal vegetation (pond edge),Plants,Species,30,,,,,,,,3.2,ha,1,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,marginal vegetation (pond edge),Plants,Species,37,,,,,,,,3.2,ha,2,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,marginal vegetation (pond edge),Plants,Species,44,,,,,,,,3.2,ha,3,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,marginal vegetation (pond edge),Plants,Species,47,,,,,,,,3.2,ha,4,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,marginal vegetation (pond edge),Plants,Species,47,,,,,,,,3.2,ha,5,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,marginal vegetation (pond edge),Plants,Species,47,,,,,,,,3.2,ha,6,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,marginal vegetation (pond edge),Plants,Species,53,,,,,,,,3.2,ha,7,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,Plants,Species,4,,,,,,,,3.2,ha,1,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,Plants,Species,9,,,,,,,,3.2,ha,2,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,Plants,Species,9,,,,,,,,3.2,ha,3,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,Plants,Species,10,,,,,,,,3.2,ha,4,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,Plants,Species,11,,,,,,,,3.2,ha,5,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,Plants,Species,14,,,,,,,,3.2,ha,6,Figure1b,,,,,,
2008_Williams 2,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,Plants,Species,14,,,,,,,,3.2,ha,7,Figure1b,,,,,,
2008_Williams 3,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,MacroInvertebrates,Species,3,,,,,,,,,,0,Figure1c,,,,,,
2008_Williams 3,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,MacroInvertebrates,Species,14,,,,,,,,,,1,Figure1c,,,,,,
2008_Williams 3,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,MacroInvertebrates,Species,14,,,,,,,,,,2,Figure1c,,,,,,
2008_Williams 3,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,MacroInvertebrates,Species,26,,,,,,,,,,3,Figure1c,,,,,,
2008_Williams 3,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,MacroInvertebrates,Species,25,,,,,,,,,,4,Figure1c,,,,,,
2008_Williams 3,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,MacroInvertebrates,Species,24,,,,,,,,,,5,Figure1c,,,,,,
2008_Williams 3,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,MacroInvertebrates,Species,25,,,,,,,,,,6,Figure1c,,,,,,
2008_Williams 3,Pinkhill Pond,Oxfordshire,51.75,-1.36,ponds,MacroInvertebrates,Species,26,,,,,,,,,,7,Figure1c,,,,,,
2003_Wilson 1,mire/heath vegetation,Scotland,56.4,-4.2,acid grassland (heath),Plants,Species,22,,,,,100,m2,1,,,,Text;NOT URBAN,,,,,,
2003_Wilson 1,upland grassland,Scotland,56.4,-4.2,Not present in NHM,Plants,Species,37,,,,,100,m2,1,,,,Text;NOT URBAN,,,,,,
2003_Wilson 1,mesotrophic semi-improved grassland,Scotland,56.4,-4.2,neutral grassland,Plants,Species,25,,,,,100,m2,1,,,,Text;NOT URBAN,,,,,,
2003_Wilson 1,intensive grassland,Scotland,56.4,-4.2,Not present in NHM,Plants,Species,12,,,,,100,m2,1,,,,Text;NOT URBAN,,,,,,
2003_Wilson 1,arable land and weed communities,Scotland,56.4,-4.2,Not present in NHM,Plants,Species,9,,,,,100,m2,1,,,,Text;NOT URBAN,,,,,,
1982_Lawton 1,Open,Skipwith Common,53.82,-0.99,ferns and cycad planting,Insects,Species,3,,,,,,,,2600,m2,,Table1,,,,,,
1982_Lawton 1,Closed,Skipwith Common,53.82,-0.99,broadleaved woodland,Insects,Species,5,,,,,,,,,,,Table1,,,,,,
1998_Petit 1,Woods,Lothian District,55d56m00sN,3d38m00sW,broadleaved woodland,Ground beetles,Species,32,,,,3572,43,m2,43,,,,Table2:NOT URBAN,,,,,,
1998_Petit 1,Linear,Lothian District,55d56m00sN,3d38m00sW,species-rich hedgerow,Ground beetles,Species,38,,,,3738,24,m2,24,,,,Table2:NOT URBAN,,,,,,
PlantDatabaseExtract,A01,NHM,51.4968,-0.1764,ponds,Plants,Species,20,,,,,,,,46,m2,,2013&2014,,,,,,
PlantDatabaseExtract,A02,NHM,51.4968,-0.1764,neutral grassland,Plants,Species,55,,,,,,,,38,m2,,2013&2014,,,,,,
PlantDatabaseExtract,A03,NHM,51.4968,-0.1764,ponds,Plants,Species,16,,,,,,,,176,m2,,2013&2014,,,,,,
PlantDatabaseExtract,A04,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,29,,,,,,,,24,m2,,2013&2014,,,,,,
PlantDatabaseExtract,A05,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,18,,,,,,,,21,m2,,2013&2014,,,,,,
PlantDatabaseExtract,A06,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,20,,,,,,,,13,m2,,2013&2014,,,,,,
PlantDatabaseExtract,A07,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,21,,,,,,,,7,m2,,2013&2014,,,,,,
PlantDatabaseExtract,A08,NHM,51.4968,-0.1764,ponds,Plants,Species,10,,,,,,,,36,m2,,2013&2014,,,,,,
PlantDatabaseExtract,A09,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,9,,,,,,,,32,m2,,2013&2014,,,,,,
PlantDatabaseExtract,A10,NHM,51.4968,-0.1764,short/perennial vegetation,Plants,Species,64,,,,,,,,8,m2,,2013&2014,,,,,,
PlantDatabaseExtract,DF,NHM,51.4968,-0.1764,short/perennial vegetation,Plants,Species,10,,,,,,,,,,,2013&2014,,,,,,
PlantDatabaseExtract,F01,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,50,,,,,,,,20,m2,,2013&2014,,,,,,
PlantDatabaseExtract,F02,NHM,51.4968,-0.1764,fen (incl. reedbed),Plants,Species,43,,,,,,,,22,m2,,2013&2014,,,,,,
PlantDatabaseExtract,F03,NHM,51.4968,-0.1764,short/perennial vegetation,Plants,Species,44,,,,,,,,146,m2,,2013&2014,,,,,,
PlantDatabaseExtract,F04,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,61,,,,,,,,50,m2,,2013&2014,,,,,,
PlantDatabaseExtract,F05,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,26,,,,,,,,30,m2,,2013&2014,,,,,,
PlantDatabaseExtract,F06,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,37,,,,,,,,7,m2,,2013&2014,,,,,,
PlantDatabaseExtract,G01,NHM,51.4968,-0.1764,chalk grassland,Plants,Species,159,,,,,,,,10,m2,,2013&2014,,,,,,
PlantDatabaseExtract,G02,NHM,51.4968,-0.1764,neutral grassland,Plants,Species,82,,,,,,,,29,m2,,2013&2014,,,,,,
PlantDatabaseExtract,G03,NHM,51.4968,-0.1764,short/perennial vegetation,Plants,Species,61,,,,,,,,161,m2,,2013&2014,,,,,,
PlantDatabaseExtract,G04,NHM,51.4968,-0.1764,marginal vegetation (pond edge),Plants,Species,69,,,,,,,,106,m2,,2013&2014,,,,,,
PlantDatabaseExtract,G05,NHM,51.4968,-0.1764,neutral grassland,Plants,Species,126,,,,,,,,20,m2,,2013&2014,,,,,,
PlantDatabaseExtract,G06,NHM,51.4968,-0.1764,neutral grassland,Plants,Species,50,,,,,,,,287,m2,,2013&2014,,,,,,
PlantDatabaseExtract,H01,NHM,51.4968,-0.1764,species-rich hedgerow,Plants,Species,59,,,,,,,,15,m2,,2013&2014,,,,,,
PlantDatabaseExtract,H02,NHM,51.4968,-0.1764,species-rich hedgerow,Plants,Species,63,,,,,,,,51,m2,,2013&2014,,,,,,
PlantDatabaseExtract,H03,NHM,51.4968,-0.1764,species-rich hedgerow,Plants,Species,51,,,,,,,,16,m2,,2013&2014,,,,,,
PlantDatabaseExtract,H04,NHM,51.4968,-0.1764,species-rich hedgerow,Plants,Species,56,,,,,,,,33,m2,,2013&2014,,,,,,
PlantDatabaseExtract,H05,NHM,51.4968,-0.1764,species-rich hedgerow,Plants,Species,37,,,,,,,,9,m2,,2013&2014,,,,,,
PlantDatabaseExtract,H06,NHM,51.4968,-0.1764,species-rich hedgerow,Plants,Species,41,,,,,,,,14,m2,,2013&2014,,,,,,
PlantDatabaseExtract,H07,NHM,51.4968,-0.1764,species-rich hedgerow,Plants,Species,39,,,,,,,,,,,2013&2014,,,,,,
PlantDatabaseExtract,H08,NHM,51.4968,-0.1764,species-rich hedgerow,Plants,Species,90,,,,,,,,,,,2013&2014,,,,,,
PlantDatabaseExtract,H09,NHM,51.4968,-0.1764,species-rich hedgerow,Plants,Species,35,,,,,,,,,,,2013&2014,,,,,,
PlantDatabaseExtract,LH01,NHM,51.4968,-0.1764,acid grassland (heath),Plants,Species,42,,,,,,,,87,m2,,2013&2014,,,,,,
PlantDatabaseExtract,LH02,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,4,,,,,,,,46,m2,,2013&2014,,,,,,
PlantDatabaseExtract,LH03,NHM,51.4968,-0.1764,acid grassland (heath),Plants,Species,37,,,,,,,,,,,2013&2014,,,,,,
PlantDatabaseExtract,LH04,NHM,51.4968,-0.1764,acid grassland (heath),Plants,Species,39,,,,,,,,,,,2013&2014,,,,,,
PlantDatabaseExtract,P01,NHM,51.4968,-0.1764,Unsure/Not Clear,Plants,Species,0,,,,,,,,,,,2013&2014,,,,,,
PlantDatabaseExtract,P02,NHM,51.4968,-0.1764,Unsure/Not Clear,Plants,Species,0,,,,,,,,,,,2013&2014,,,,,,
PlantDatabaseExtract,P03,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,0,,,,,,,,279,m2,,2013&2014,,,,,,
PlantDatabaseExtract,P04,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,41,,,,,,,,101,m2,,2013&2014,,,,,,
PlantDatabaseExtract,P05,NHM,51.4968,-0.1764,hard standing,Plants,Species,56,,,,,,,,638,m2,,2013&2014,,,,,,
PlantDatabaseExtract,R01,NHM,51.4968,-0.1764,fen (incl. reedbed),Plants,Species,4,,,,,,,,9,m2,,2013&2014,,,,,,
PlantDatabaseExtract,R02,NHM,51.4968,-0.1764,fen (incl. reedbed),Plants,Species,0,,,,,,,,9,m2,,2013&2014,,,,,,
PlantDatabaseExtract,R03,NHM,51.4968,-0.1764,fen (incl. reedbed),Plants,Species,3,,,,,,,,7,m2,,2013&2014,,,,,,
PlantDatabaseExtract,S01,NHM,51.4968,-0.1764,chalk grassland,Plants,Species,33,,,,,,,,45,m2,,2013&2014,,,,,,
PlantDatabaseExtract,S02,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,59,,,,,,,,123,m2,,2013&2014,,,,,,
PlantDatabaseExtract,S03,NHM,51.4968,-0.1764,Unsure/Not Clear,Plants,Species,34,,,,,,,,9,m2,,2013&2014,,,,,,
PlantDatabaseExtract,S22,NHM,51.4968,-0.1764,Unsure/Not Clear,Plants,Species,0,,,,,,,,,,,2013&2014,,,,,,
PlantDatabaseExtract,U01,NHM,51.4968,-0.1764,chalk grassland,Plants,Species,1,,,,,,,,95,m2,,2013&2014,,,,,,
PlantDatabaseExtract,U02,NHM,51.4968,-0.1764,amenity grass/turf,Plants,Species,16,,,,,,,,29,m2,,2013&2014,,,,,,
PlantDatabaseExtract,U03,NHM,51.4968,-0.1764,amenity grass/turf,Plants,Species,9,,,,,,,,51,m2,,2013&2014,,,,,,
PlantDatabaseExtract,U04,NHM,51.4968,-0.1764,amenity grass/turf,Plants,Species,6,,,,,,,,95,m2,,2013&2014,,,,,,
PlantDatabaseExtract,W01,NHM,51.4968,-0.1764,neutral grassland,Plants,Species,57,,,,,,,,161,m2,,2013&2014,,,,,,
PlantDatabaseExtract,W02,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,61,,,,,,,,87,m2,,2013&2014,,,,,,
PlantDatabaseExtract,W03,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,78,,,,,,,,160,m2,,2013&2014,,,,,,
PlantDatabaseExtract,W04,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,54,,,,,,,,70,m2,,2013&2014,,,,,,
PlantDatabaseExtract,W05,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,49,,,,,,,,57,m2,,2013&2014,,,,,,
PlantDatabaseExtract,W06,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,54,,,,,,,,92,m2,,2013&2014,,,,,,
PlantDatabaseExtract,W07,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,97,,,,,,,,156,m2,,2013&2014,,,,,,
PlantDatabaseExtract,W08,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,67,,,,,,,,146,m2,,2013&2014,,,,,,
PlantDatabaseExtract,W09,NHM,51.4968,-0.1764,broadleaved woodland,Plants,Species,97,,,,,,,,550,m2,,2013&2014,,,,,,
2005_Smart 1,Crops / weeds,UK,52,-1,Not present in NHM,Plants,Species,22,,,,,,,,,,,SuppMat,,,,,,
2005_Smart 1,Tall herb / grass,UK,52,-1,Not present in NHM,Plants,Species,29,,,,,,,,,,,SuppMat,,,,,,
2005_Smart 1,Fertile grassland,UK,52,-1,neutral grassland,Plants,Species,35,,,,,,,,,,,SuppMat,,,,,,
2005_Smart 1,Infertile grassland,UK,52,-1,neutral grassland,Plants,Species,46,,,,,,,,,,,SuppMat,,,,,,
2005_Smart 1,Lowland wooded,UK,52,-1,broadleaved woodland,Plants,Species,31,,,,,,,,,,,SuppMat,,,,,,
2005_Smart 1,Upland wooded,UK,52,-1,Not present in NHM,Plants,Species,48,,,,,,,,,,,SuppMat,,,,,,
2005_Smart 1,Moorland grass / mosaics,UK,52,-1,Not present in NHM,Plants,Species,54,,,,,,,,,,,SuppMat,,,,,,
2005_Smart 1,Heath / bog,UK,52,-1,acid grassland (heath),Plants,Species,45,,,,,,,,,,,SuppMat,,,,,,
2015_Speak 1,a,Manchester,53.479,-2.242,Agricultural plants,Plants,Species,14,,,,,,,,0.163,ha,,Figure1,,,,,,
2015_Speak 1,b,Manchester,53.479,-2.242,Agricultural plants,Plants,Species,26,,,,,,,,0.306,ha,,Figure1,,,,,,
2015_Speak 1,c,Manchester,53.479,-2.242,Agricultural plants,Plants,Species,39,,,,,,,,0.306,ha,,Figure1,,,,,,
2015_Speak 1,d,Manchester,53.479,-2.242,Agricultural plants,Plants,Species,24,,,,,,,,0.714,ha,,Figure1,,,,,,
2015_Speak 1,e,Manchester,53.479,-2.242,Agricultural plants,Plants,Species,24,,,,,,,,0.805,ha,,Figure1,,,,,,
2015_Speak 1,f,Manchester,53.479,-2.242,Agricultural plants,Plants,Species,33,,,,,,,,1.458,ha,,Figure1,,,,,,
2015_Speak 1,g,Manchester,53.479,-2.242,Agricultural plants,Plants,Species,36,,,,,,,,1.957,ha,,Figure1,,,,,,
2015_Speak 1,h,Manchester,53.479,-2.242,Agricultural plants,Plants,Species,34,,,,,,,,2.783,ha,,Figure1,,,,,,
2015_Speak 1,i,Manchester,53.479,-2.242,Agricultural plants,Plants,Species,26,,,,,,,,5.117,ha,,Figure1,,,,,,
2015_Speak 1,j,Manchester,53.479,-2.242,amenity grass/turf,Plants,Species,8,,,,,,,,0.336,ha,,Figure1,,,,,,
2015_Speak 1,k,Manchester,53.479,-2.242,amenity grass/turf,Plants,Species,9,,,,,,,,0.336,ha,,Figure1,,,,,,
2015_Speak 1,l,Manchester,53.479,-2.242,amenity grass/turf,Plants,Species,12,,,,,,,,0.54,ha,,Figure1,,,,,,
2015_Speak 1,m,Manchester,53.479,-2.242,amenity grass/turf,Plants,Species,16,,,,,,,,0.55,ha,,Figure1,,,,,,
2015_Speak 1,o,Manchester,53.479,-2.242,amenity grass/turf,Plants,Species,25,,,,,,,,0.438,ha,,Figure1,,,,,,
2015_Speak 1,p,Manchester,53.479,-2.242,amenity grass/turf,Plants,Species,27,,,,,,,,1.733,ha,,Figure1,,,,,,
2015_Speak 1,q,Manchester,53.479,-2.242,amenity grass/turf,Plants,Species,28,,,,,,,,1.723,ha,,Figure1,,,,,,
2015_Speak 1,r,Manchester,53.479,-2.242,amenity grass/turf,Plants,Species,23,,,,,,,,2.345,ha,,Figure1,,,,,,
2006_Angold 1,Broadleaf,Birmingham,52.486,-1.89,broadleaved woodland,Plants,Species,26,,,,,,,,,,,Table1,,,,,,
2006_Angold 1,Neutral,Birmingham,52.486,-1.89,neutral grassland,Plants,Species,13.8,,,,,,,,,,,Table1,,,,,,
2011_MacIvor 1,Dalhousie GR,"Halifax, Nova Scotia",,,green roof,Plants,Species,46,,,,,,,10,1496.81,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 1,Saint Mary GR,"Halifax, Nova Scotia",,,green roof,Plants,Species,62,,,,,,,13,1160.21,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 1,City Centre GR,"Halifax, Nova Scotia",,,green roof,Plants,Species,35,,,,,,,10,1150.75,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 1,Quinpool Road GR,"Halifax, Nova Scotia",,,green roof,Plants,Species,43,,,,,,,11,2824.12,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 1,Queen Street GR,"Halifax, Nova Scotia",,,green roof,Plants,Species,53,,,,,,,11,985.66,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 1,Dalhousie Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Plants,Species,52,,,,,,,12,1071.66,m2,,Table 2; Table 3,,,,,,
2011_MacIvor 1,Saint Mary Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Plants,Species,36,,,,,,,11,1219.59,m2,,Table 2; Table 3,,,,,,
2011_MacIvor 1,City Centre Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Plants,Species,41,,,,,,,13,1915.57,m2,,Table 2; Table 3,,,,,,
2011_MacIvor 1,Quinpool Road Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Plants,Species,38,,,,,,,10,1529.99,m2,,Table 2; Table 3,,,,,,
2011_MacIvor 1,Queen Street Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Plants,Species,29,,,,,,,11,1016.78,m2,,Table 2; Table 3,,,,,,
2011_MacIvor 2,Dalhousie GR,"Halifax, Nova Scotia",,,green roof,Inverts,Species,131,,,,,,,10,1496.81,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 2,Saint Mary GR,"Halifax, Nova Scotia",,,green roof,Inverts,Species,127,,,,,,,13,1160.21,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 2,City Centre GR,"Halifax, Nova Scotia",,,green roof,Inverts,Species,76,,,,,,,10,1150.75,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 2,Quinpool Road GR,"Halifax, Nova Scotia",,,green roof,Inverts,Species,108,,,,,,,11,2824.12,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 2,Queen Street GR,"Halifax, Nova Scotia",,,green roof,Inverts,Species,101,,,,,,,11,985.66,m2,,Table 1; Table 3,,,,,,
2011_MacIvor 2,Dalhousie Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Inverts,Species,131,,,,,,,12,1071.66,m2,,Table 2; Table 3,,,,,,
2011_MacIvor 2,Saint Mary Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Inverts,Species,115,,,,,,,11,1219.59,m2,,Table 2; Table 3,,,,,,
2011_MacIvor 2,City Centre Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Inverts,Species,135,,,,,,,13,1915.57,m2,,Table 2; Table 3,,,,,,
2011_MacIvor 2,Quinpool Road Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Inverts,Species,117,,,,,,,10,1529.99,m2,,Table 2; Table 3,,,,,,
2011_MacIvor 2,Queen Street Ground,"Halifax, Nova Scotia",,,amenity grass/turf,Inverts,Species,106,,,,,,,11,1016.78,m2,,Table 2; Table 3,,,,,,
